id,title,year,include,reason,reviewer
https://openalex.org/W2257817448,Regulation on Safety and civil Liability of intelligent autonomous Robots: the case of smart Cars,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3034325849,EEG-based intelligent system for cognitive behavior classification,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4384159101,Duolingo English Test - Writing Construct,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3121404436,"Big Data, artificial intelligence and the geography of entrepreneurship in the United States",2018,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4403128408,Field-Testing Multiple-Choice Questions With AI Examinees: English Grammar Items,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4327746692,Breaking Up (with) AI Ethics,2023,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4405418952,Personality Alignment of Large Language Models,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4394062239,Application of e-learning and artificial intelligence interactive entertainment in character analysi,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4390723045,Aligned with LLM: a new multi-modal training paradigm for encoding fMRI activity in visual cortex,2024,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W3193946479,A Deep Learning based Self-Assessment Tool for Personality Traits and Interview Preparations,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4386751081,Leveraging Multimodality for Biodiversity Data: Exploring joint representations of species descripti,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3165515127,Towards Automatic Modelling of Thematic Domains of a National Literature: Technical Issues in the Ca,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4388389311,Enhancing Construction Site Safety: Natural Language Processing for Hazards Identification and Preve,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4404056780,Personality Analysis of Students’ Writing in Social Media-Based Learning Environments,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2788127663,"The birth of consciousness: I think, therefore I am?",2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4391487903,AI Based Speech Analysis Framework,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3128603422,Incubation temperature as a constraint on clutch size evolution,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2808066235,Catalyst: New Materials Discovery: Machine-Enhanced Human Creativity,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2803147159,Robo-Theisms and Robot Theists,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2013948186,Auditory cortex 2014 – towards a synthesis of human and animal research,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2907793182,A global database of intentionally deployed wrecks to serve as artificial reefs,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4409743378,Using artificial intelligence in sn analysis: building models to understand and predict user behavio,2024,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W2559315147,Personality Identification Based on Handwriting,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4317816984,Special Issue: Emerging Technologies and Methods for Early-Stage Product Design and Development,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3163978602,MagicInput,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3031271416,室内植物表型平台及性状鉴定研究进展和展望,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3165912329,Towards humanized open-domain conversational agents,2021,True,[R1-Strict] Has anthropomorphism + AI,Reviewer_1_Strict
https://openalex.org/W4391709098,PanEffect: a pan-genome visualization tool for variant effects in maize,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2982306780,Duplications and domain-generality.,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3092657668,AI Mirror: Visualize AI's Self-knowledge,2020,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2343015385,Automatic Identity Recognition Using Speech Biometric,2016,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4392244921,Special issue on speech and language AI technologies,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3154264443,Artificial Intelligence Methods Based Hierarchical Classification of Frontotemporal Dementia to Impr,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4394793959,Classification of schizophrenic traits in transcriptions of audio spectra from patient literature: a,2024,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4404100195,A landmark federal interagency collaboration to promote data science in health care: Million Veteran,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2310652299,"Complexity, Compassion and Self-Organisation: Human Evolution and the Vulnerable Ape Hypothesis",2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4376602497,Prospects of evolution-based artificial intelligence models in genome-wide studies to stratify genet,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2793980800,Transgenerational effects and acclimation affect dispersal in guppies,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4238728132,"Rejecting impulsivity as a psychological construct: A theoretical, empirical, and sociocultural argu",2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3131645175,Extreme climate shifts pest dominance hierarchy through thermal evolution and transgenerational plas,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3113261311,Toxin or medication? Immunotherapeutic effects of nicotine on a specialist caterpillar,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4320016816,Human Behavior Identification Based on Graphology Using Artificial Neural Network,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3092311890,"Personality, learning styles and handedness: The use of the non‐dominant hand in pre‐clinical operat",2020,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2945831466,Genetic and phenotypic responses to genomic selection for timing of breeding in a wild songbird,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3172823127,Improving Computer Generated Dialog with Auxiliary Loss Functions and Custom Evaluation Metrics,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4391742382,BIG FIVE (O.C.E.A.N): A New Way to Recruit,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4398156981,Safeguarding Vision-Language Models Against Patched Visual Prompt Injectors,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4379281430,Exploring the Intricacies of Human Character: A Cutting-Edge Platform for Personality Detection,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2303855086,Personality Analysing on Watson Cloud by tracking the digital footprints of the user,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2504387572,Expert system analysis and design,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4213087933,Dark triad personality traits prediction with AI,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4391993606,To syndicate or not: a replication and extension about the influence of business angels’ personality,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3158708247,"The influences of progenitor filtering, domestication selection and the boundaries of nature on the ",2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4394812591,This Paper is “Un-reject-able-ish”: Learning and Generalization of Novel Compositional Meanings,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4393406702,AI Enabled Avionics Domain Specific TTS System,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2576834812,Generating Artificial Social Networks,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2996602253,Evolving Connectionist Models to Capture Population Variability across Language Development: Modelin,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2940737602,Humans and other musical animals,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4401551435,Fractions of soil phosphorus mediated by rhizospheric <i>phoD</i>‐harbouring bacteria of deep‐rooted,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2970458426,Strategies to improve results from genomic analyzes in small dairy cattle populations,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4280599689,Species diversity enhances perceptions of urban coastlines at multiple scales,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4254516454,Foreword,2015,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4393137696,Human techno-evolution and the future,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4213109854,Utilization of Digital Network Learning and Healthcare for Verbal Assessment and Counselling During ,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3110535944,Surname as a text-forming factor of dialect text,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4391244283,A General-purpose AI Avatar in Healthcare,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4308555855,A Study on Nonverbal Communication Behavior Types of Elementary School Teachers,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4400219528,"The Epistemological Consequences of Artificial Intelligence, Precision Medicine, and Implantable Bra",2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3123287889,‘Cloud Capped Towers’ Made of Sand: Dissolving Barriers to Female Authorship in Julie Taymor’s<i>Tem,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2966250967,STYLISTIC MEANS OF EXPRESSING TRANSHUMANISM IN “SPRAWL” TRILOGY BY WILLIAM GIBSON,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3033523779,Introduction: Bernard Shaw and New Media,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4312625392,A Natural Language Processing Approach Reveals Interpretable Linguistic Features of Therapeutic Alli,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4283278318,Cold adaptations along a range limit in an obligate symbiosis,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2922567958,How to Train Your Genome,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2567693818,"The Sound of an Android’s Soul: Music, MIDI and Muzak in Time Of Eve",2016,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4408378022,Predictive Analytics and Natural Language Processing: Enhancing Leadership Decision-Making,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3153815297,"De l’identité numérique vers la personnalité connectée, du diagnosticien augmenté vers le soignant v",2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4404950440,LARGE LANGUAGE MODELS IN THE DESIGN PROCESS: A WORKSHOP ON THE POSSIBILITIES OF HUMAN-AI COLLABORATI,2024,True,[R1-Strict] AI + human aspects (interaction/ethics),Reviewer_1_Strict
https://openalex.org/W4390236536,Editorial 2024,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4402589660,Big5PersonalityEssays: Introducing a Novel Synthetic Generated Dataset Consisting of Short State-of-,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4404404054,Spontaneous Emergence of Agent Individuality through Social Interactions in LLM-Based Communities,2024,False,[R3-Resolved] Insufficient strong indicators,Reviewer_3_Tiebreaker
https://openalex.org/W4367680584,Can AI design life?,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4396814884,Recognizing the Awe in Anesthesia,2024,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2889601920,"The Person Behind the Inventor of the Heart‐Lung Machine: John H. Gibbon Jr, MD (1903–1973)",2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4389160460,MASLD emerging from the fog of fatty liver,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4211146131,The Magic School Bus Explores Human Evolution,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4400587245,Human-Computer Interaction in the Era of Advanced Artificial Intelligence Language Models,2023,True,[R1-Strict] AI + human aspects (interaction/ethics),Reviewer_1_Strict
https://openalex.org/W4378575528,A Review: Impact of Artificial Intelligence on Restorative Dentistry in Recent Times,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3024505208,Designing Women: Essentializing Femininity in AI Linguistics,2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3164799668,Attending to Difference in Indigenous People's Experiences of Cyberbullying: Toward a Research Agend,2021,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3108177007,The turning of Turing’s tables,2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4387194001,Transforming Pediatric Healthcare with CKD using AI: A Systematic Mapping,2023,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4319835300,Index,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2900741844,The Fantasies of Privilege,2018,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W2785640701,Alien species and alienable traits: An artificial language game investigating the spread of cultural,2016,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4396887320,Personalizing AI Tools for Second Language Practice: The Role of Gender and Autistic Traits,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2993824312,Status and prerequisite of English proficiency for engineers- An update,2019,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4401642298,Traits for Efficient Navigation and Search in Natural History Collections,2024,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W2991932870,"Truth in science and in molecular recognition, post‐truth in human affairs",2019,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4284882441,EFFECTS OF INTERMITTENT HYPOXIA EXPOSURE ON LEUKOCYTE COUNT AND ANXIETY IN EXERCISE-INDUCED HYPOHEMO,2022,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W4394596842,A Data-Driven Framework for Identifying Misuse of Multidrug-Resistant Organisms,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3197480390,Artificial Intelligence in Disease Diagnosis via Smartphone Applications,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4213320513,Study retention prediction with AI,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4285542206,Inteligência artificial aplicada à análise da personalidade de atletas olímpicos brasileiros utiliza,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W4388093312,Moral Sparks in Social Media Narratives,2023,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
https://openalex.org/W3214343706,Big five personality traits prediction with AI,2021,False,[R1-Strict] Missing core anthropomorphism concepts,Reviewer_1_Strict
https://openalex.org/W3010542981,"The Path to Gastroenterology Leadership: The Preparation, the Process, and Achieving Success",2020,False,[R1-Strict] No AI/ML component,Reviewer_1_Strict
